Nominal mass	Compositions	Charges
705	H75C38NO6S2,H75C37CxNO6S2,H75C38NO6SSx,H75C38NO5OxS2,H75C36Cx2NO6S2,H75C35Cx3NO6S2	-1,1
705	H76C38NO8P,H76C37CxNO8P,H76C38NO7OxP,H76C36Cx2NO8P,H76C35Cx3NO8P	1
706	H46C33N4O9S2,H46C32CxN4O9S2,H46C33N4O9SSx,H46C33N4O8OxS2,H46C31Cx2N4O9S2,H46C30Cx3N4O9S2	-1,1
706	H42C40N4O8,H42C39CxN4O8,H42C40N4O7Ox,H42C38Cx2N4O8,H42C37Cx3N4O8	-1,1
706	H46C42N2O6S,H46C41CxN2O6S,H46C42N2O6Sx,H46C42N2O5OxS,H46C40Cx2N2O6S,H46C39Cx3N2O6S	-1,1
706	H78C3O37,H78C2CxO37,H78C3O36Ox,H78CCx2O37	1
706	H66C32O16,H66C31CxO16,H66C32O15Ox,H66C30Cx2O16,H66C29Cx3O16	-1,1
706	H74C50O2,H74C49CxO2,H74C50OOx,H74C48Cx2O2,H74C47Cx3O2	1
706	H78C51O,H78C50CxO,H78C49Cx2O,H78C48Cx3O	1
706	H90C46O4,H90C45CxO4,H90C46O3Ox,H90C44Cx2O4,H90C43Cx3O4	1
707	H45C33N3O8S3,H45C32CxN3O8S3,H45C33N3O8S2Sx,H45C33N3O7OxS3,H45C31Cx2N3O8S3,H45C30Cx3N3O8S3	-1,1
707	H41C28N3O18,H41C27CxN3O18,H41C28N3O17Ox,H41C26Cx2N3O18,H41C25Cx3N3O18	-1,1
707	H45C26NO21,H45C25CxNO21,H45C26NO20Ox,H45C24Cx2NO21,H45C23Cx3NO21	1
707	H49C27NO20,H49C26CxNO20,H49C27NO19Ox,H49C25Cx2NO20,H49C24Cx3NO20	1
707	H45C36N5O8S,H45C35CxN5O8S,H45C36N5O8Sx,H45C36N5O7OxS,H45C34Cx2N5O8S,H45C33Cx3N5O8S	-1,1
707	H58C32N3O10PS,H58C31CxN3O10PS,H58C32N3O10PSx,H58C32N3O9OxPS,H58C30Cx2N3O10PS,H58C29Cx3N3O10PS	-1,1
707	H53C39N3O9,H53C38CxN3O9,H53C39N3O8Ox,H53C37Cx2N3O9,H53C36Cx3N3O9	1
707	H77C6NO34,H77C5CxNO34,H77C6NO33Ox,H77C4Cx2NO34,H77C3Cx3NO34	1
707	H66C39NO8P,H66C38CxNO8P,H66C39NO7OxP,H66C37Cx2NO8P,H66C36Cx3NO8P	-1,1
707	H70C36NO10P,H70C35CxNO10P,H70C36NO9OxP,H70C34Cx2NO10P,H70C33Cx3NO10P	1
707	H69C40NO9,H69C39CxNO9,H69C40NO8Ox,H69C38Cx2NO9,H69C37Cx3NO9	-1,1
707	H73C41NO8,H73C40CxNO8,H73C41NO7Ox,H73C39Cx2NO8,H73C38Cx3NO8	1
707	H77C42NO7,H77C41CxNO7,H77C42NO6Ox,H77C40Cx2NO7,H77C39Cx3NO7	-1,1
707	H89C45NO4,H89C44CxNO4,H89C45NO3Ox,H89C43Cx2NO4,H89C42Cx3NO4	-1,1
707	H93C46NO3,H93C45CxNO3,H93C46NO2Ox,H93C44Cx2NO3,H93C43Cx3NO3	-1,1
708	H26C20N10O15P2,H26C19CxN10O15P2,H26C20N10O14OxP2,H26C18Cx2N10O15P2,H26C17Cx3N10O15P2	1
708	H32C21N3O20P2,H32C20CxN3O20P2,H32C21N3O19OxP2,H32C19Cx2N3O20P2,H32C18Cx3N3O20P2	1
708	H36C36N4O8Fe,H36C35CxN4O8Fe,H36C36N4O7OxFe,H36C34Cx2N4O8Fe,H36C33Cx3N4O8Fe	-1,1
708	H36C36O15,H36C35CxO15,H36C36O14Ox,H36C34Cx2O15,H36C33Cx3O15	1
708	H36C35N2O14,H36C34CxN2O14,H36C35N2O13Ox,H36C33Cx2N2O14,H36C32Cx3N2O14	1
708	H36C40O12,H36C39CxO12,H36C40O11Ox,H36C38Cx2O12,H36C37Cx3O12	-1,1
708	H40C33O17,H40C32CxO17,H40C33O16Ox,H40C31Cx2O17,H40C30Cx3O17	-1,1
708	H38C25N2O4F13P,H38C24CxN2O4F13P,H38C25N2O3OxF13P,H38C23Cx2N2O4F13P,H38C22Cx3N2O4F13P	-1,1
708	H44C34O16,H44C33CxO16,H44C34O15Ox,H44C32Cx2O16,H44C31Cx3O16	-1,1
708	H72O38Si,H72O37OxSi	-1,1
708	H56C37O13,H56C36CxO13,H56C37O12Ox,H56C35Cx2O13,H56C34Cx3O13	-1,1
708	H72C5O36,H72C4CxO36,H72C5O35Ox,H72C3Cx2O36,H72C2Cx3O36	-1,1
708	H60C34O15,H60C33CxO15,H60C34O14Ox,H60C32Cx2O15,H60C31Cx3O15	-1,1
708	H60C38O12,H60C37CxO12,H60C38O11Ox,H60C36Cx2O12,H60C35Cx3O12	-1,1
708	H64C31O17,H64C30CxO17,H64C31O16Ox,H64C29Cx2O17,H64C28Cx3O17	1
708	H60C54,H60C53Cx,H60C52Cx2,H60C51Cx3	1
708	H69C40O8P,H69C39CxO8P,H69C40O7OxP,H69C38Cx2O8P,H69C37Cx3O8P	1
708	H73C41O7P,H73C40CxO7P,H73C41O6OxP,H73C39Cx2O7P,H73C38Cx3O7P	-1,1
708	H77C38O9P,H77C37CxO9P,H77C38O8OxP,H77C36Cx2O9P,H77C35Cx3O9P	1
708	H84C44O4S,H84C43CxO4S,H84C44O4Sx,H84C44O3OxS,H84C42Cx2O4S,H84C41Cx3O4S	1
709	H3C10NO4I4,H3C9CxNO4I4,H3C10NO3OxI4,H3C8Cx2NO4I4,H3C7Cx3NO4I4	-1,1
708	H88C45O3S,H88C44CxO3S,H88C45O3Sx,H88C45O2OxS,H88C43Cx2O3S,H88C42Cx3O3S	-1,1
709	H47C26NO21,H47C25CxNO21,H47C26NO20Ox,H47C24Cx2NO21,H47C23Cx3NO21	-1,1
709	H46C34N5O6F3S,H46C33CxN5O6F3S,H46C34N5O6F3Sx,H46C34N5O5OxF3S,H46C32Cx2N5O6F3S,H46C31Cx3N5O6F3S	1
709	H60C32N3O10PS,H60C31CxN3O10PS,H60C32N3O10PSx,H60C32N3O9OxPS,H60C30Cx2N3O10PS,H60C29Cx3N3O10PS	1
709	H64C38NO9P,H64C37CxNO9P,H64C38NO8OxP,H64C36Cx2NO9P,H64C35Cx3NO9P	-1,1
709	H68C39NO8P,H68C38CxNO8P,H68C39NO7OxP,H68C37Cx2NO8P,H68C36Cx3NO8P	1
709	H75C41NO8,H75C40CxNO8,H75C41NO7Ox,H75C39Cx2NO8,H75C38Cx3NO8	1
709	H91C45NO2S,H91C44CxNO2S,H91C45NO2Sx,H91C45NOOxS,H91C43Cx2NO2S,H91C42Cx3NO2S	-1,1
710	H30C31N6O6S4,H30C30CxN6O6S4,H30C31N6O6S3Sx,H30C31N6O5OxS4,H30C29Cx2N6O6S4,H30C28Cx3N6O6S4	1
710	H30C34N4O10Fe,H30C33CxN4O10Fe,H30C34N4O9OxFe,H30C32Cx2N4O10Fe,H30C31Cx3N4O10Fe	1
710	H30C30O20,H30C29CxO20,H30C30O19Ox,H30C28Cx2O20,H30C27Cx3O20	1
710	H38C32O18,H38C31CxO18,H38C32O17Ox,H38C30Cx2O18,H38C29Cx3O18	-1
710	H46C28N4O17,H46C27CxN4O17,H46C28N4O16Ox,H46C26Cx2N4O17,H46C25Cx3N4O17	-1,1
710	H46C35N6O8S,H46C34CxN6O8S,H46C35N6O8Sx,H46C35N6O7OxS,H46C33Cx2N6O8S,H46C32Cx3N6O8S	-1,1
710	H50C31N8O9S,H50C30CxN8O9S,H50C31N8O9Sx,H50C31N8O8OxS,H50C29Cx2N8O9S,H50C28Cx3N8O9S	-1,1
710	H54C36O14,H54C35CxO14,H54C36O13Ox,H54C34Cx2O14,H54C33Cx3O14	-1
710	H50C30N10O10,H50C29CxN10O10,H50C30N10O9Ox,H50C28Cx2N10O10,H50C27Cx3N10O10	-1,1
710	H54C45N6O2,H54C44CxN6O2,H54C45N6OOx,H54C43Cx2N6O2,H54C42Cx3N6O2	-1,1
710	H71C40O8P,H71C39CxO8P,H71C40O7OxP,H71C38Cx2O8P,H71C37Cx3O8P	-1,1
710	H70C40O10,H70C39CxO10,H70C40O9Ox,H70C38Cx2O10,H70C37Cx3O10	-1,1
710	H71C39N2O7P,H71C38CxN2O7P,H71C39N2O6OxP,H71C37Cx2N2O7P,H71C36Cx3N2O7P	1
710	H75C45O4P,H75C44CxO4P,H75C45O3OxP,H75C43Cx2O4P,H75C42Cx3O4P	1
711	H28C18N5O19P3,H28C17CxN5O19P3,H28C18N5O18OxP3,H28C16Cx2N5O19P3,H28C15Cx3N5O19P3	1
711	H31C30O20,H31C29CxO20,H31C30O19Ox,H31C28Cx2O20,H31C27Cx3O20	1
711	H43C33N3O6S2Cl2,H43C32CxN3O6S2Cl2,H43C33N3O6SSxCl2,H43C33N3O6S2ClClx,H43C33N3O5OxS2Cl2,H43C31Cx2N3O6S2Cl2,H43C30Cx3N3O6S2Cl2	-1
711	H41C38N5O9,H41C37CxN5O9,H41C38N5O8Ox,H41C36Cx2N5O9,H41C35Cx3N5O9	-1,1
711	H47C37N5O5Cl2,H47C36CxN5O5Cl2,H47C37N5O5ClClx,H47C37N5O4OxCl2,H47C35Cx2N5O5Cl2,H47C34Cx3N5O5Cl2	-1,1
711	H49C36N5O8S,H49C35CxN5O8S,H49C36N5O8Sx,H49C36N5O7OxS,H49C34Cx2N5O8S,H49C33Cx3N5O8S	-1,1
711	H50C37N5O6FS,H50C36CxN5O6FS,H50C37N5O6FSx,H50C37N5O5OxFS,H50C35Cx2N5O6FS,H50C34Cx3N5O6FS	-1,1
711	H48C38N5O5F3,H48C37CxN5O5F3,H48C38N5O4OxF3,H48C36Cx2N5O5F3,H48C35Cx3N5O5F3	1
711	H53C37N5O7S,H53C36CxN5O7S,H53C37N5O7Sx,H53C37N5O6OxS,H53C35Cx2N5O7S,H53C34Cx3N5O7S	1
711	H61C37NO12,H61C36CxNO12,H61C37NO11Ox,H61C35Cx2NO12,H61C34Cx3NO12	-1,1
711	H66C34NO12P,H66C33CxNO12P,H66C34NO11OxP,H66C32Cx2NO12P,H66C31Cx3NO12P	-1,1
711	H66C38NO9P,H66C37CxNO9P,H66C38NO8OxP,H66C36Cx2NO9P,H66C35Cx3NO9P	-1,1
711	H70C39NO8P,H70C38CxNO8P,H70C39NO7OxP,H70C37Cx2NO8P,H70C36Cx3NO8P	-1,1
711	H69C39NO10,H69C38CxNO10,H69C39NO9Ox,H69C37Cx2NO10,H69C36Cx3NO10	-1,1
711	H77C41NO8,H77C40CxNO8,H77C41NO7Ox,H77C39Cx2NO8,H77C38Cx3NO8	1
711	H89C44NOS2,H89C43CxNOS2,H89C44NOSSx,H89C42Cx2NOS2,H89C41Cx3NOS2	1
711	H89C44NO5,H89C43CxNO5,H89C44NO4Ox,H89C42Cx2NO5,H89C41Cx3NO5	-1,1
712	H40C40O12,H40C39CxO12,H40C40O11Ox,H40C38Cx2O12,H40C37Cx3O12	1
712	H44C37O14,H44C36CxO14,H44C37O13Ox,H44C35Cx2O14,H44C34Cx3O14	-1,1
712	H48C23N6O17S,H48C22CxN6O17S,H48C23N6O17Sx,H48C23N6O16OxS,H48C21Cx2N6O17S,H48C20Cx3N6O17S	-1,1
712	H48C38O13,H48C37CxO13,H48C38O12Ox,H48C36Cx2O13,H48C35Cx3O13	-1,1
712	H64C6O36,H64C5CxO36,H64C6O35Ox,H64C4Cx2O36,H64C3Cx3O36	-1,1
712	H52C34N2O12S,H52C33CxN2O12S,H52C34N2O12Sx,H52C34N2O11OxS,H52C32Cx2N2O12S,H52C31Cx3N2O12S	-1,1
712	H47C38N4O6F3,H47C37CxN4O6F3,H47C38N4O5OxF3,H47C36Cx2N4O6F3,H47C35Cx3N4O6F3	-1,1
712	H48C34N8O9,H48C33CxN8O9,H48C34N8O8Ox,H48C32Cx2N8O9,H48C31Cx3N8O9	1
712	H52C42N2O6S,H52C41CxN2O6S,H52C42N2O6Sx,H52C42N2O5OxS,H52C40Cx2N2O6S,H52C39Cx3N2O6S	-1,1
712	H56C36O14,H56C35CxO14,H56C36O13Ox,H56C34Cx2O14,H56C33Cx3O14	-1,1
712	H56C44O8,H56C43CxO8,H56C44O7Ox,H56C42Cx2O8,H56C41Cx3O8	-1,1
712	H65C34O13P,H65C33CxO13P,H65C34O12OxP,H65C32Cx2O13P,H65C31Cx3O13P	-1,1
712	H69C35O12P,H69C34CxO12P,H69C35O11OxP,H69C33Cx2O12P,H69C32Cx3O12P	-1,1
712	H64C46O6,H64C45CxO6,H64C46O5Ox,H64C44Cx2O6,H64C43Cx3O6	-1,1
712	H68C47O5,H68C46CxO5,H68C47O4Ox,H68C45Cx2O5,H68C44Cx3O5	-1
712	H84C43O5S,H84C42CxO5S,H84C43O5Sx,H84C43O4OxS,H84C41Cx2O5S,H84C40Cx3O5S	1
713	H27C31N3O13S2,H27C30CxN3O13S2,H27C31N3O13SSx,H27C31N3O12OxS2,H27C29Cx2N3O13S2,H27C28Cx3N3O13S2	1
713	H35C30N9O12,H35C29CxN9O12,H35C30N9O11Ox,H35C28Cx2N9O12,H35C27Cx3N9O12	-1,1
713	H45C36N3O8PCl,H45C35CxN3O8PCl,H45C36N3O8PClx,H45C36N3O7OxPCl,H45C34Cx2N3O8PCl,H45C33Cx3N3O8PCl	-1,1
713	H44C35N5O7SCl,H44C34CxN5O7SCl,H44C35N5O7SxCl,H44C35N5O7SClx,H44C35N5O6OxSCl,H44C33Cx2N5O7SCl,H44C32Cx3N5O7SCl	-1,1
713	H39C26N11O13,H39C25CxN11O13,H39C26N11O12Ox,H39C24Cx2N11O13,H39C23Cx3N11O13	-1,1
713	H43C41N5O5Si,H43C40CxN5O5Si,H43C41N5O4OxSi,H43C39Cx2N5O5Si,H43C38Cx3N5O5Si	1
713	H46C37N5O6F3,H46C36CxN5O6F3,H46C37N5O5OxF3,H46C35Cx2N5O6F3,H46C34Cx3N5O6F3	1
713	H63C40N3O4S2,H63C39CxN3O4S2,H63C40N3O4SSx,H63C40N3O3OxS2,H63C38Cx2N3O4S2,H63C37Cx3N3O4S2	-1,1
713	H68C38NO9P,H68C37CxNO9P,H68C38NO8OxP,H68C36Cx2NO9P,H68C35Cx3NO9P	1
713	H72C39NO8P,H72C38CxNO8P,H72C39NO7OxP,H72C37Cx2NO8P,H72C36Cx3NO8P	-1,1
713	H79C41NO8,H79C40CxNO8,H79C41NO7Ox,H79C39Cx2NO8,H79C38Cx3NO8	1
713	H87C43NO4S,H87C42CxNO4S,H87C43NO4Sx,H87C43NO3OxS,H87C41Cx2NO4S,H87C40Cx3NO4S	-1,1
714	H35C26OClBr4,H35C25CxOClBr4,H35C26OClxBr4,H35C24Cx2OClBr4,H35C23Cx3OClBr4	-1
714	H16C24N6O10S3Cl2,H16C23CxN6O10S3Cl2,H16C24N6O10S2SxCl2,H16C24N6O10S3ClClx,H16C24N6O9OxS3Cl2,H16C22Cx2N6O10S3Cl2,H16C21Cx3N6O10S3Cl2	1
714	H42C36O15,H42C35CxO15,H42C36O14Ox,H42C34Cx2O15,H42C33Cx3O15	-1,1
714	H46C36N2O9S2,H46C35CxN2O9S2,H46C36N2O9SSx,H46C36N2O8OxS2,H46C34Cx2N2O9S2,H46C33Cx3N2O9S2	-1,1
714	H46C37O14,H46C36CxO14,H46C37O13Ox,H46C35Cx2O14,H46C34Cx3O14	-1,1
714	H48C37N4O6Cl2,H48C36CxN4O6Cl2,H48C37N4O6ClClx,H48C37N4O5OxCl2,H48C35Cx2N4O6Cl2,H48C34Cx3N4O6Cl2	-1,1
714	H46C41O11,H46C40CxO11,H46C41O10Ox,H46C39Cx2O11,H46C38Cx3O11	-1,1
714	H42C26N12O12,H42C25CxN12O12,H42C26N12O11Ox,H42C24Cx2N12O12,H42C23Cx3N12O12	-1,1
714	H50C29N2O18,H50C28CxN2O18,H50C29N2O17Ox,H50C27Cx2N2O18,H50C26Cx3N2O18	1
714	H47C36N4O8FS,H47C35CxN4O8FS,H47C36N4O8FSx,H47C36N4O7OxFS,H47C34Cx2N4O8FS,H47C33Cx3N4O8FS	-1,1
714	H42C56,H42C55Cx,H42C54Cx2,H42C53Cx3	-1
714	H58C22N4O19S,H58C21CxN4O19S,H58C22N4O19Sx,H58C22N4O18OxS,H58C20Cx2N4O19S,H58C19Cx3N4O19S	-1,1
714	H49C38N4O6F3,H49C37CxN4O6F3,H49C38N4O5OxF3,H49C36Cx2N4O6F3,H49C35Cx3N4O6F3	-1,1
714	H54C38N2O11,H54C37CxN2O11,H54C38N2O10Ox,H54C36Cx2N2O11,H54C35Cx3N2O11	1
714	H58C40O11,H58C39CxO11,H58C40O10Ox,H58C38Cx2O11,H58C37Cx3O11	-1,1
714	H66C46O6,H66C45CxO6,H66C46O5Ox,H66C44Cx2O6,H66C43Cx3O6	-1,1
714	H79C40N2O6P,H79C39CxN2O6P,H79C40N2O5OxP,H79C38Cx2N2O6P,H79C37Cx3N2O6P	1
714	H78C45O6,H78C44CxO6,H78C45O5Ox,H78C43Cx2O6,H78C42Cx3O6	1
714	H82C42O8,H82C41CxO8,H82C42O7Ox,H82C40Cx2O8,H82C39Cx3O8	-1,1
714	H90C48O3,H90C47CxO3,H90C48O2Ox,H90C46Cx2O3,H90C45Cx3O3	1
715	H45C27N3O19,H45C26CxN3O19,H45C27N3O18Ox,H45C25Cx2N3O19,H45C24Cx3N3O19	-1,1
715	H35C35N5F10,H35C34CxN5F10,H35C33Cx2N5F10,H35C32Cx3N5F10	1
715	H39C25N12O13,H39C24CxN12O13,H39C25N12O12Ox,H39C23Cx2N12O13,H39C22Cx3N12O13	-1,1
715	H47C28N2O19,H47C27CxN2O19,H47C28N2O18Ox,H47C26Cx2N2O19,H47C25Cx3N2O19	-1,1
715	H33C44N11,H33C43CxN11,H33C42Cx2N11,H33C41Cx3N11	1
715	H45C40NO11,H45C39CxNO11,H45C40NO10Ox,H45C38Cx2NO11,H45C37Cx3NO11	-1,1
715	H45C34N5O12,H45C33CxN5O12,H45C34N5O11Ox,H45C32Cx2N5O12,H45C31Cx3N5O12	1
715	H61C12NO31,H61C11CxNO31,H61C12NO30Ox,H61C10Cx2NO31,H61C9Cx3NO31	-1,1
715	H53C30NO18,H53C29CxNO18,H53C30NO17Ox,H53C28Cx2NO18,H53C27Cx3NO18	-1,1
715	H67C6O36,H67C5CxO36,H67C6O35Ox,H67C4Cx2O36,H67C3Cx3O36	-1,1
715	H65C33NO9S3,H65C32CxNO9S3,H65C33NO9S2Sx,H65C33NO8OxS3,H65C31Cx2NO9S3,H65C30Cx3NO9S3	-1,1
716	H3C12OBr7,H3C11CxOBr7,H3C10Cx2OBr7,H3C9Cx3OBr7	1
715	H65C35N5O10,H65C34CxN5O10,H65C35N5O9Ox,H65C33Cx2N5O10,H65C32Cx3N5O10	-1,1
715	H70C38NO9P,H70C37CxNO9P,H70C38NO8OxP,H70C36Cx2NO9P,H70C35Cx3NO9P	-1,1
715	H74C39NO8P,H74C38CxNO8P,H74C39NO7OxP,H74C37Cx2NO8P,H74C36Cx3NO8P	-1,1
715	H77C39N3O4S2,H77C38CxN3O4S2,H77C39N3O4SSx,H77C39N3O3OxS2,H77C37Cx2N3O4S2,H77C36Cx3N3O4S2	-1,1
715	H78C40NO7P,H78C39CxNO7P,H78C40NO6OxP,H78C38Cx2NO7P,H78C37Cx3NO7P	-1,1
715	H77C40NO9,H77C39CxNO9,H77C40NO8Ox,H77C38Cx2NO9,H77C37Cx3NO9	1
716	H40C39O13,H40C38CxO13,H40C39O12Ox,H40C37Cx2O13,H40C36Cx3O13	-1,1
716	H44C27N2O20,H44C26CxN2O20,H44C27N2O19Ox,H44C25Cx2N2O20,H44C24Cx3N2O20	-1
716	H38C25N11O14,H38C24CxN11O14,H38C25N11O13Ox,H38C23Cx2N11O14,H38C22Cx3N11O14	1
716	H44C30N4O16,H44C29CxN4O16,H44C30N4O15Ox,H44C28Cx2N4O16,H44C27Cx3N4O16	-1,1
716	H48C28N2O19,H48C27CxN2O19,H48C28N2O18Ox,H48C26Cx2N2O19,H48C25Cx3N2O19	-1,1
716	H48C41O11,H48C40CxO11,H48C41O10Ox,H48C39Cx2O11,H48C38Cx3O11	-1,1
716	H44C26N12O12,H44C25CxN12O12,H44C26N12O11Ox,H44C24Cx2N12O12,H44C23Cx3N12O12	-1,1
716	H48C43N4O6,H48C42CxN4O6,H48C43N4O5Ox,H48C41Cx2N4O6,H48C40Cx3N4O6	1
716	H56C39O12,H56C38CxO12,H56C39O11Ox,H56C37Cx2O12,H56C36Cx3O12	-1,1
716	H64C39N4O8,H64C38CxN4O8,H64C39N4O7Ox,H64C37Cx2N4O8,H64C36Cx3N4O8	-1,1
716	H68C46O6,H68C45CxO6,H68C46O5Ox,H68C44Cx2O6,H68C43Cx3O6	1
716	H73C43O6P,H73C42CxO6P,H73C43O5OxP,H73C41Cx2O6P,H73C40Cx3O6P	-1,1
716	H77C40O8P,H77C39CxO8P,H77C40O7OxP,H77C38Cx2O8P,H77C37Cx3O8P	1
716	H77C39N2O7P,H77C38CxN2O7P,H77C39N2O6OxP,H77C37Cx2N2O7P,H77C36Cx3N2O7P	1
716	H72C51O2,H72C50CxO2,H72C51OOx,H72C49Cx2O2,H72C48Cx3O2	1
716	H81C40N2O6P,H81C39CxN2O6P,H81C40N2O5OxP,H81C38Cx2N2O6P,H81C37Cx3N2O6P	1
717	H39C30N9O12,H39C29CxN9O12,H39C30N9O11Ox,H39C28Cx2N9O12,H39C27Cx3N9O12	-1,1
717	H39C29N11O11,H39C28CxN11O11,H39C29N11O10Ox,H39C27Cx2N11O11,H39C26Cx3N11O11	-1,1
717	H48C35N5O8FS,H48C34CxN5O8FS,H48C35N5O8FSx,H48C35N5O7OxFS,H48C33Cx2N5O8FS,H48C32Cx3N5O8FS	-1,1
717	H63C32NO10S3,H63C31CxNO10S3,H63C32NO10S2Sx,H63C32NO9OxS3,H63C30Cx2NO10S3,H63C29Cx3NO10S3	1
717	H63C40NO10,H63C39CxNO10,H63C40NO9Ox,H63C38Cx2NO10,H63C37Cx3NO10	-1,1
717	H67C37NO12,H67C36CxNO12,H67C37NO11Ox,H67C35Cx2NO12,H67C34Cx3NO12	-1,1
717	H69C38O12,H69C37CxO12,H69C38O11Ox,H69C36Cx2O12,H69C35Cx3O12	-1,1
717	H72C38NO9P,H72C37CxNO9P,H72C38NO8OxP,H72C36Cx2NO9P,H72C35Cx3NO9P	-1,1
717	H76C39NO8P,H76C38CxNO8P,H76C39NO7OxP,H76C37Cx2NO8P,H76C36Cx3NO8P	-1,1
717	H80C40NO7P,H80C39CxNO7P,H80C40NO6OxP,H80C38Cx2NO7P,H80C37Cx3NO7P	1
717	H79C40NO9,H79C39CxNO9,H79C40NO8Ox,H79C38Cx2NO9,H79C37Cx3NO9	1
717	H99C49NO,H99C48CxNO,H99C47Cx2NO,H99C46Cx3NO	1
718	H13C22N6O12Na3S3,H13C21CxN6O12Na3S3,H13C22N6O12Na3S2Sx,H13C22N6O11OxNa3S3,H13C20Cx2N6O12Na3S3,H13C19Cx3N6O12Na3S3	1
718	H22C42O12,H22C41CxO12,H22C42O11Ox,H22C40Cx2O12,H22C39Cx3O12	-1,1
718	H30C36O16,H30C35CxO16,H30C36O15Ox,H30C34Cx2O16,H30C33Cx3O16	1
718	H36C22N6O17P2,H36C21CxN6O17P2,H36C22N6O16OxP2,H36C20Cx2N6O17P2,H36C19Cx3N6O17P2	-1,1
718	H38C24N12O14,H38C23CxN12O14,H38C24N12O13Ox,H38C22Cx2N12O14,H38C21Cx3N12O14	-1,1
718	H42C40N6O5S,H42C39CxN6O5S,H42C40N6O5Sx,H42C40N6O4OxS,H42C38Cx2N6O5S,H42C37Cx3N6O5S	-1,1
718	H42C41N4O8,H42C40CxN4O8,H42C41N4O7Ox,H42C39Cx2N4O8,H42C38Cx3N4O8	-1,1
718	H41C38N6O5F3,H41C37CxN6O5F3,H41C38N6O4OxF3,H41C36Cx2N6O5F3,H41C35Cx3N6O5F3	1
718	H62C40O11,H62C39CxO11,H62C40O10Ox,H62C38Cx2O11,H62C37Cx3O11	1
718	H66C35N4O7S2,H66C34CxN4O7S2,H66C35N4O7SSx,H66C35N4O6OxS2,H66C33Cx2N4O7S2,H66C32Cx3N4O7S2	-1,1
718	H67C41O8P,H67C40CxO8P,H67C41O7OxP,H67C39Cx2O8P,H67C38Cx3O8P	-1,1
718	H74C51O2,H74C50CxO2,H74C51OOx,H74C49Cx2O2,H74C48Cx3O2	1
718	H82C45O6,H82C44CxO6,H82C45O5Ox,H82C43Cx2O6,H82C42Cx3O6	-1,1
718	H98C49O2,H98C48CxO2,H98C49OOx,H98C47Cx2O2,H98C46Cx3O2	1
719	H41C37N3O8S2,H41C36CxN3O8S2,H41C37N3O8SSx,H41C37N3O7OxS2,H41C35Cx2N3O8S2,H41C34Cx3N3O8S2	-1,1
719	H39C25N10O15,H39C24CxN10O15,H39C25N10O14Ox,H39C23Cx2N10O15,H39C22Cx3N10O15	1
719	H46C35N3O8FS2,H46C34CxN3O8FS2,H46C35N3O8FSSx,H46C35N3O7OxFS2,H46C33Cx2N3O8FS2,H46C32Cx3N3O8FS2	1
719	H46C34N5O8SCl,H46C33CxN5O8SCl,H46C34N5O8SxCl,H46C34N5O8SClx,H46C34N5O7OxSCl,H46C32Cx2N5O8SCl,H46C31Cx3N5O8SCl	1
719	H53C29O16P2,H53C28CxO16P2,H53C29O15OxP2,H53C27Cx2O16P2,H53C26Cx3O16P2	1
719	H49C39N3O8S,H49C38CxN3O8S,H49C39N3O8Sx,H49C39N3O7OxS,H49C37Cx2N3O8S,H49C36Cx3N3O8S	-1,1
719	H49C34N5O12,H49C33CxN5O12,H49C34N5O11Ox,H49C32Cx2N5O12,H49C31Cx3N5O12	1
719	H53C37NO13,H53C36CxNO13,H53C37NO12Ox,H53C35Cx2NO13,H53C34Cx3NO13	1
719	H53C36N3O12,H53C35CxN3O12,H53C36N3O11Ox,H53C34Cx2N3O12,H53C33Cx3N3O12	-1,1
719	H54C35N5O9P,H54C34CxN5O9P,H54C35N5O8OxP,H54C33Cx2N5O9P,H54C32Cx3N5O9P	1
719	H62C34N3O9PS,H62C33CxN3O9PS,H62C34N3O9PSx,H62C34N3O8OxPS,H62C32Cx2N3O9PS,H62C31Cx3N3O9PS	-1,1
719	H53C43N5O5,H53C42CxN5O5,H53C43N5O4Ox,H53C41Cx2N5O5,H53C40Cx3N5O5	-1,1
719	H57C40N5O7,H57C39CxN5O7,H57C40N5O6Ox,H57C38Cx2N5O7,H57C37Cx3N5O7	1
719	H65C36NO13,H65C35CxNO13,H65C36NO12Ox,H65C34Cx2NO13,H65C33Cx3NO13	-1,1
719	H70C37NO10P,H70C36CxNO10P,H70C37NO9OxP,H70C35Cx2NO10P,H70C34Cx3NO10P	-1,1
719	H74C38NO9P,H74C37CxNO9P,H74C38NO8OxP,H74C36Cx2NO9P,H74C35Cx3NO9P	1
719	H78C39NO8P,H78C38CxNO8P,H78C39NO7OxP,H78C37Cx2NO8P,H78C36Cx3NO8P	1
719	H77C39NO10,H77C38CxNO10,H77C39NO9Ox,H77C37Cx2NO10,H77C36Cx3NO10	1
719	H82C40NO7P,H82C39CxNO7P,H82C40NO6OxP,H82C38Cx2NO7P,H82C37Cx3NO7P	1
720	H16C13O8Cl12,H16C12CxO8Cl12,H16C13O8Cl11Clx,H16C13O7OxCl12,H16C11Cx2O8Cl12,H16C10Cx3O8Cl12	-1,1
720	H48C36O15,H48C35CxO15,H48C36O14Ox,H48C34Cx2O15,H48C33Cx3O15	-1,1
